order_id,order_date,delivery_date,promised_delivery_date,shipping_cost,delivery_status,region,order_value,delay_days,route_id,supplier_id,carrier_id,delay_days_calc,is_late,high_value,delivery_time,cost_per_day,origin,destination,distance,avg_delivery_time,cost_per_unit,lead_time,defect_rate,cost_per_km,on_time_rate
11,2024-12-30,2025-01-10,2025-01-09,923.63,Delayed,West,2772.3,1.0,11.0,9.0,6.0,1.0,True,False,11.0,83.96636363636364,Delhi,Indore,661.0,13.4,104.92,,0.05,9.21,0.85
12,2024-10-18,2024-10-24,2024-10-26,1849.72,Delivered,North,4533.9,-2.0,11.0,1.0,2.0,-2.0,False,False,6.0,308.2866666666667,Delhi,Indore,661.0,13.4,255.23,7.0,0.079,,0.75
13,2024-10-16,2024-10-20,2024-10-22,1152.57,Delivered,East,4149.66,,5.0,13.0,3.0,-2.0,False,False,4.0,288.1425,Kolkata,Hyderabad,729.8,13.4,296.02,10.0,0.018,5.68,0.79
14,2024-05-11,2024-05-23,2024-05-21,243.23,Delayed,Central,701.8,2.0,5.0,1.0,10.0,2.0,True,False,12.0,20.269166666666667,Kolkata,Hyderabad,729.8,13.4,255.23,7.0,0.079,5.08,0.93
15,2024-01-27,2024-02-08,2024-02-04,1055.31,Delayed,North,2919.46,4.0,12.0,8.0,4.0,4.0,True,False,12.0,87.9425,Chennai,Jaipur,660.3,12.9,357.9,10.0,0.044,10.83,0.78
16,2024-07-11,2024-07-17,2024-07-18,1871.19,Delivered,North,8415.04,-1.0,10.0,5.0,10.0,-1.0,False,True,6.0,311.865,Bangalore,,962.8,20.5,79.27,5.0,0.095,5.08,0.93
17,2024-06-01,2024-06-09,2024-06-05,537.98,Delayed,Central,1886.89,4.0,15.0,8.0,6.0,4.0,True,False,8.0,67.2475,Delhi,,282.5,6.3,357.9,10.0,0.044,9.21,0.85
18,2024-05-20,2024-05-25,2024-05-28,521.08,Delivered,South,1113.92,,5.0,1.0,9.0,-3.0,False,False,5.0,104.21600000000001,Kolkata,Hyderabad,729.8,13.4,255.23,7.0,0.079,16.58,0.76
19,2024-01-17,2024-02-01,2024-01-27,1375.72,Delayed,North,6395.09,5.0,10.0,15.0,6.0,5.0,True,True,15.0,91.71466666666667,Bangalore,,962.8,20.5,472.77,5.0,0.089,9.21,0.85
20,2024-05-25,2024-06-02,2024-05-30,1376.39,Delayed,Central,3787.4,,,4.0,,3.0,True,False,8.0,172.04875,,,,,323.4,10.0,0.017,,
21,2024-06-04,2024-06-18,2024-06-14,1622.56,Delayed,East,3706.7,4.0,20.0,5.0,9.0,4.0,True,False,14.0,115.89714285714285,Bangalore,Indore,376.3,7.0,79.27,5.0,0.095,16.58,0.76
22,2024-08-17,2024-08-18,2024-08-21,2138.64,Delivered,South,7474.6,-3.0,12.0,3.0,4.0,-3.0,False,True,1.0,2138.64,Chennai,Jaipur,660.3,12.9,316.59,3.0,0.005,10.83,0.78
23,2024-02-07,2024-02-13,2024-02-16,1838.69,Delivered,West,2828.54,-3.0,2.0,4.0,7.0,-3.0,False,False,6.0,306.4483333333333,Mumbai,Hyderabad,758.5,13.9,323.4,10.0,0.017,,0.92
24,2024-12-09,2024-12-17,2024-12-17,1566.46,Delivered,North,5175.95,0.0,15.0,4.0,7.0,0.0,False,False,8.0,195.8075,Delhi,,282.5,6.3,323.4,10.0,0.017,,0.92
25,2024-09-11,2024-09-15,2024-09-14,1833.86,Delayed,West,3644.39,1.0,5.0,15.0,9.0,1.0,True,False,4.0,458.465,Kolkata,Hyderabad,729.8,13.4,472.77,5.0,0.089,16.58,0.76
26,2024-04-19,2024-04-25,2024-04-28,875.1,Delivered,South,1636.48,-3.0,19.0,12.0,4.0,-3.0,False,False,6.0,145.85,Kolkata,Indore,527.6,11.8,190.27,7.0,0.052,10.83,0.78
27,2024-03-12,2024-03-14,2024-03-15,968.29,Delivered,South,4125.8,,,8.0,4.0,-1.0,False,False,2.0,484.145,,,,,357.9,10.0,0.044,10.83,0.78
28,2024-12-22,2024-12-25,2024-12-26,647.83,Delivered,North,2487.16,-1.0,7.0,4.0,6.0,-1.0,False,False,3.0,215.94333333333336,,Jaipur,1273.8,23.1,323.4,10.0,0.017,9.21,0.85
29,2024-12-08,2024-12-19,2024-12-17,,Delayed,Central,3424.19,2.0,3.0,4.0,3.0,2.0,True,False,11.0,,Kolkata,Jaipur,,19.2,323.4,10.0,0.017,5.68,0.79
30,2024-11-24,2024-12-04,2024-12-01,1614.34,Delayed,North,7938.97,3.0,5.0,15.0,,3.0,True,True,10.0,161.434,Kolkata,Hyderabad,729.8,13.4,472.77,5.0,0.089,,
31,2024-09-16,2024-09-20,2024-09-19,321.05,Delayed,North,571.34,1.0,15.0,12.0,9.0,1.0,True,False,4.0,80.2625,Delhi,,282.5,6.3,190.27,7.0,0.052,16.58,0.76
32,2024-07-02,2024-07-15,2024-07-11,1140.88,Delayed,North,2842.56,4.0,6.0,5.0,3.0,4.0,True,False,13.0,87.76,Chennai,Hyderabad,729.8,14.9,79.27,5.0,0.095,5.68,0.79
33,2024-12-31,2025-01-05,2025-01-04,1134.07,Delayed,North,2182.4,1.0,9.0,5.0,10.0,1.0,True,False,5.0,226.814,,Ahmedabad,659.2,15.7,79.27,5.0,0.095,5.08,0.93
34,2024-03-02,2024-03-11,2024-03-10,1284.84,Delayed,East,5521.43,1.0,10.0,4.0,,1.0,True,False,9.0,142.76,Bangalore,,962.8,20.5,323.4,10.0,0.017,,
35,2024-07-02,2024-07-06,2024-07-07,1121.99,Delivered,South,3204.36,-1.0,1.0,3.0,2.0,-1.0,False,False,4.0,280.4975,Pune,Jaipur,949.0,23.4,316.59,3.0,0.005,,0.75
36,2024-07-18,2024-07-23,2024-07-25,849.43,Delivered,Central,3871.68,-2.0,9.0,11.0,4.0,-2.0,False,False,5.0,169.886,,Ahmedabad,659.2,15.7,166.45,,0.066,10.83,0.78
37,2024-06-22,2024-06-24,2024-06-25,,Delivered,South,2896.16,-1.0,7.0,7.0,3.0,-1.0,False,False,2.0,,,Jaipur,1273.8,23.1,187.08,7.0,0.01,5.68,0.79
38,2024-02-02,2024-02-18,2024-02-12,,Delayed,Central,10946.46,6.0,14.0,6.0,4.0,6.0,True,True,16.0,,Delhi,Jaipur,226.0,4.2,484.53,14.0,0.081,10.83,0.78
39,2024-12-25,2024-12-28,2024-12-28,2365.98,Delivered,South,9140.31,0.0,4.0,1.0,8.0,0.0,False,True,3.0,788.66,Delhi,Hyderabad,1256.9,28.1,255.23,7.0,0.079,6.12,0.98
40,2024-07-26,2024-08-02,2024-08-04,1304.41,Delivered,West,2355.23,-2.0,5.0,11.0,6.0,-2.0,False,False,7.0,186.34428571428572,Kolkata,Hyderabad,729.8,13.4,166.45,,0.066,9.21,0.85
41,2024-04-04,2024-04-05,2024-04-08,1597.49,Delivered,East,,-3.0,20.0,10.0,4.0,-3.0,False,False,1.0,1597.49,Bangalore,Indore,376.3,7.0,65.47,7.0,0.091,10.83,0.78
42,2024-05-31,2024-06-12,2024-06-10,,Delayed,North,1422.2,2.0,19.0,11.0,6.0,2.0,True,False,12.0,,Kolkata,Indore,527.6,11.8,166.45,,0.066,9.21,0.85
43,2024-09-08,2024-09-19,2024-09-16,861.49,Delayed,East,3292.22,3.0,20.0,10.0,3.0,3.0,True,False,11.0,78.31727272727272,Bangalore,Indore,376.3,7.0,65.47,7.0,0.091,5.68,0.79
44,2024-04-28,2024-05-10,2024-05-08,1095.58,Delayed,Central,2852.41,2.0,9.0,8.0,2.0,2.0,True,False,12.0,91.29833333333333,,Ahmedabad,659.2,15.7,357.9,10.0,0.044,,0.75
45,2024-03-14,2024-03-19,2024-03-22,2179.14,Delivered,East,4338.8,-3.0,13.0,3.0,4.0,-3.0,False,False,5.0,435.828,Kolkata,,872.6,18.5,316.59,3.0,0.005,10.83,0.78
46,2024-01-03,2024-01-12,2024-01-13,,Delivered,East,1730.58,-1.0,15.0,7.0,8.0,-1.0,False,False,9.0,,Delhi,,282.5,6.3,187.08,7.0,0.01,6.12,0.98
47,2024-12-22,2024-12-28,2024-12-26,1259.28,Delayed,Central,3843.24,,,6.0,4.0,2.0,True,False,6.0,209.88,,,,,484.53,14.0,0.081,10.83,0.78
48,2024-10-28,2024-11-05,2024-11-05,2465.34,Delivered,West,3979.83,0.0,16.0,14.0,,0.0,False,False,8.0,308.1675,Bangalore,Lucknow,631.3,12.0,486.31,10.0,0.078,,
49,2024-07-01,2024-07-06,2024-07-08,1346.76,Delivered,North,3651.03,-2.0,5.0,1.0,9.0,-2.0,False,False,5.0,269.352,Kolkata,Hyderabad,729.8,13.4,255.23,7.0,0.079,16.58,0.76
50,2024-04-03,2024-04-11,2024-04-11,1570.95,Delivered,North,4165.87,0.0,13.0,9.0,2.0,0.0,False,False,8.0,196.36875,Kolkata,,872.6,18.5,104.92,,0.05,,0.75
51,2024-04-07,2024-04-09,2024-04-11,389.51,Delivered,Central,1159.91,-2.0,14.0,12.0,,-2.0,False,False,2.0,194.755,Delhi,Jaipur,226.0,4.2,190.27,7.0,0.052,,
52,2024-06-19,2024-06-29,2024-06-27,2083.22,Delayed,West,3584.96,2.0,15.0,6.0,,2.0,True,False,10.0,208.32199999999997,Delhi,,282.5,6.3,484.53,14.0,0.081,,
53,2024-11-05,2024-11-17,2024-11-15,1547.34,Delayed,West,3547.07,2.0,,3.0,4.0,2.0,True,False,12.0,128.945,,,,,316.59,3.0,0.005,10.83,0.78
54,2024-03-24,2024-04-03,2024-03-30,1408.16,Delayed,East,4489.33,4.0,15.0,5.0,5.0,4.0,True,False,10.0,140.816,Delhi,,282.5,6.3,79.27,5.0,0.095,17.43,0.8
55,2024-11-08,2024-11-19,2024-11-16,922.63,Delayed,South,3212.42,3.0,2.0,7.0,8.0,3.0,True,False,11.0,83.87545454545455,Mumbai,Hyderabad,758.5,13.9,187.08,7.0,0.01,6.12,0.98
56,2024-03-30,2024-04-08,2024-04-05,829.89,Delayed,Central,3591.77,3.0,18.0,8.0,3.0,3.0,True,False,9.0,92.21,Pune,Indore,894.3,21.6,357.9,10.0,0.044,5.68,0.79
57,2024-06-04,2024-06-12,2024-06-13,1100.85,Delivered,Central,2268.94,-1.0,7.0,10.0,5.0,-1.0,False,False,8.0,137.60625,,Jaipur,1273.8,23.1,65.47,7.0,0.091,17.43,0.8
58,2024-04-02,2024-04-09,2024-04-07,1735.12,Delayed,North,6383.98,2.0,4.0,6.0,3.0,2.0,True,True,7.0,247.8742857142857,Delhi,Hyderabad,1256.9,28.1,484.53,14.0,0.081,5.68,0.79
59,2024-09-25,2024-10-04,2024-09-28,2201.1,Delayed,North,8363.63,6.0,5.0,5.0,3.0,6.0,True,True,9.0,244.56666666666666,Kolkata,Hyderabad,729.8,13.4,79.27,5.0,0.095,5.68,0.79
60,2024-06-08,2024-06-20,2024-06-17,1325.01,Delayed,Central,5352.16,3.0,7.0,12.0,8.0,3.0,True,False,12.0,110.4175,,Jaipur,1273.8,23.1,190.27,7.0,0.052,6.12,0.98
61,2024-04-11,2024-04-21,2024-04-16,1706.35,Delayed,East,3566.84,5.0,4.0,3.0,8.0,5.0,True,False,10.0,170.635,Delhi,Hyderabad,1256.9,28.1,316.59,3.0,0.005,6.12,0.98
62,2024-11-22,2024-12-04,2024-11-28,1506.25,Delayed,North,4535.78,6.0,9.0,5.0,3.0,6.0,True,False,12.0,125.52083333333333,,Ahmedabad,659.2,15.7,79.27,5.0,0.095,5.68,0.79
63,2024-02-16,2024-03-01,2024-02-25,1599.77,Delayed,South,4093.38,5.0,11.0,7.0,2.0,5.0,True,False,14.0,114.26928571428572,Delhi,Indore,661.0,13.4,187.08,7.0,0.01,,0.75
64,2024-03-06,2024-03-20,2024-03-16,1719.25,Delayed,West,7697.84,4.0,12.0,2.0,6.0,4.0,True,True,14.0,122.80357142857143,Chennai,Jaipur,660.3,12.9,139.85,3.0,0.051,9.21,0.85
65,2024-02-17,2024-02-18,2024-02-21,2121.62,Delivered,South,7963.99,-3.0,15.0,3.0,6.0,-3.0,False,True,1.0,2121.62,Delhi,,282.5,6.3,316.59,3.0,0.005,9.21,0.85
66,2024-12-11,2024-12-20,2024-12-17,,Delayed,South,839.57,3.0,12.0,13.0,7.0,3.0,True,False,9.0,,Chennai,Jaipur,660.3,12.9,296.02,10.0,0.018,,0.92
67,2024-04-25,2024-04-30,2024-05-01,1932.84,Delivered,North,9412.92,-1.0,20.0,12.0,,-1.0,False,True,5.0,386.568,Bangalore,Indore,376.3,7.0,190.27,7.0,0.052,,
68,2024-05-12,2024-05-18,2024-05-17,684.8,Delayed,North,1464.23,1.0,6.0,3.0,5.0,1.0,True,False,6.0,114.13333333333333,Chennai,Hyderabad,729.8,14.9,316.59,3.0,0.005,17.43,0.8
69,2024-08-02,2024-08-11,2024-08-09,566.14,Delayed,East,2421.95,,15.0,5.0,6.0,2.0,True,False,9.0,62.904444444444444,Delhi,,282.5,6.3,79.27,5.0,0.095,9.21,0.85
70,2024-09-03,2024-09-03,2024-09-06,1473.9,Delivered,West,3444.65,-3.0,4.0,1.0,10.0,-3.0,False,False,0.0,inf,Delhi,Hyderabad,1256.9,28.1,255.23,7.0,0.079,5.08,0.93
71,2024-03-08,2024-03-14,2024-03-14,329.71,Delivered,East,517.5,0.0,18.0,9.0,5.0,0.0,False,False,6.0,54.95166666666666,Pune,Indore,894.3,21.6,104.92,,0.05,17.43,0.8
72,2024-11-28,2024-12-09,2024-12-04,2224.78,Delayed,South,8182.1,5.0,,15.0,5.0,5.0,True,True,11.0,202.2527272727273,,,,,472.77,5.0,0.089,17.43,0.8
73,2024-07-19,2024-07-26,2024-07-27,,Delivered,Central,3797.45,,8.0,2.0,1.0,-1.0,False,False,7.0,,Chennai,Ahmedabad,1030.2,22.6,139.85,3.0,0.051,,0.96
74,2024-10-16,2024-10-25,2024-10-19,1836.2,Delayed,Central,5265.44,6.0,4.0,4.0,5.0,6.0,True,False,9.0,204.02222222222224,Delhi,Hyderabad,1256.9,28.1,323.4,10.0,0.017,17.43,0.8
75,2024-04-13,2024-04-22,2024-04-21,138.71,Delayed,Central,655.95,1.0,9.0,8.0,10.0,1.0,True,False,9.0,15.412222222222223,,Ahmedabad,659.2,15.7,357.9,10.0,0.044,5.08,0.93
76,2024-03-09,2024-03-17,2024-03-14,1526.64,Delayed,Central,6245.97,3.0,16.0,4.0,4.0,3.0,True,True,8.0,190.83,Bangalore,Lucknow,631.3,12.0,323.4,10.0,0.017,10.83,0.78
77,2024-05-06,2024-05-14,2024-05-15,1436.28,Delivered,South,6772.31,-1.0,7.0,2.0,10.0,-1.0,False,True,8.0,179.535,,Jaipur,1273.8,23.1,139.85,3.0,0.051,5.08,0.93
78,2024-12-08,2024-12-13,2024-12-13,481.5,Delivered,South,812.79,0.0,13.0,15.0,5.0,0.0,False,False,5.0,96.3,Kolkata,,872.6,18.5,472.77,5.0,0.089,17.43,0.8
79,2024-08-04,2024-08-11,2024-08-09,467.37,Delayed,North,1069.86,2.0,2.0,7.0,8.0,2.0,True,False,7.0,66.76714285714286,Mumbai,Hyderabad,758.5,13.9,187.08,7.0,0.01,6.12,0.98
80,2024-11-15,2024-11-21,2024-11-18,1769.27,Delayed,North,3042.08,3.0,11.0,15.0,4.0,3.0,True,False,6.0,294.87833333333333,Delhi,Indore,661.0,13.4,472.77,5.0,0.089,10.83,0.78
81,2024-04-21,2024-05-03,2024-05-01,865.04,Delayed,East,2970.81,2.0,16.0,10.0,10.0,2.0,True,False,12.0,72.08666666666666,Bangalore,Lucknow,631.3,12.0,65.47,7.0,0.091,5.08,0.93
82,2024-06-28,2024-07-01,2024-07-02,1760.73,Delivered,Central,8281.52,-1.0,18.0,4.0,2.0,-1.0,False,True,3.0,586.91,Pune,Indore,894.3,21.6,323.4,10.0,0.017,,0.75
83,2024-05-03,2024-05-06,2024-05-09,1430.52,Delivered,North,5557.26,-3.0,4.0,15.0,2.0,-3.0,False,False,3.0,476.84,Delhi,Hyderabad,1256.9,28.1,472.77,5.0,0.089,,0.75
84,2024-12-20,2024-12-29,2024-12-29,1033.48,Delivered,North,2880.39,0.0,20.0,7.0,2.0,0.0,False,False,9.0,114.83111111111111,Bangalore,Indore,376.3,7.0,187.08,7.0,0.01,,0.75
85,2024-08-30,2024-09-08,2024-09-08,2320.32,Delivered,Central,7730.73,0.0,1.0,12.0,6.0,0.0,False,True,9.0,257.81333333333333,Pune,Jaipur,949.0,23.4,190.27,7.0,0.052,9.21,0.85
86,2024-10-23,2024-10-31,2024-10-30,2120.01,Delayed,East,3647.25,1.0,3.0,9.0,7.0,1.0,True,False,8.0,265.00125,Kolkata,Jaipur,,19.2,104.92,,0.05,,0.92
87,2024-03-05,2024-03-14,2024-03-15,957.75,Delivered,Central,4061.75,-1.0,20.0,9.0,6.0,-1.0,False,False,9.0,106.41666666666667,Bangalore,Indore,376.3,7.0,104.92,,0.05,9.21,0.85
88,2024-03-27,2024-04-02,2024-04-02,204.62,Delivered,Central,868.04,0.0,16.0,4.0,4.0,0.0,False,False,6.0,34.10333333333333,Bangalore,Lucknow,631.3,12.0,323.4,10.0,0.017,10.83,0.78
89,2024-09-30,2024-10-12,2024-10-07,831.44,Delayed,East,2968.31,5.0,4.0,3.0,7.0,5.0,True,False,12.0,69.28666666666668,Delhi,Hyderabad,1256.9,28.1,316.59,3.0,0.005,,0.92
90,2024-03-03,2024-03-09,2024-03-10,1055.65,Delivered,Central,4546.04,,19.0,6.0,7.0,-1.0,False,False,6.0,175.9416666666667,Kolkata,Indore,527.6,11.8,484.53,14.0,0.081,,0.92
91,2024-09-25,2024-10-06,2024-10-04,1791.9,Delayed,South,5355.31,2.0,,4.0,9.0,2.0,True,False,11.0,162.9,,,,,323.4,10.0,0.017,16.58,0.76
92,2024-03-27,,2024-04-03,2488.86,Delivered,North,6464.81,-1.0,8.0,12.0,3.0,,False,True,,,Chennai,Ahmedabad,1030.2,22.6,190.27,7.0,0.052,5.68,0.79
93,2024-04-23,2024-05-06,2024-05-03,954.2,Delayed,West,2002.52,3.0,2.0,4.0,8.0,3.0,True,False,13.0,73.4,Mumbai,Hyderabad,758.5,13.9,323.4,10.0,0.017,6.12,0.98
94,2024-03-13,2024-03-28,2024-03-22,1930.11,Delayed,Central,3329.17,6.0,1.0,3.0,3.0,6.0,True,False,15.0,128.674,Pune,Jaipur,949.0,23.4,316.59,3.0,0.005,5.68,0.79
95,2024-09-22,2024-09-22,2024-09-25,1523.62,Delivered,Central,6974.09,-3.0,17.0,3.0,8.0,-3.0,False,True,0.0,inf,Bangalore,Ahmedabad,496.2,11.2,316.59,3.0,0.005,6.12,0.98
96,2024-11-21,2024-12-06,2024-11-30,1760.08,Delayed,South,6529.69,6.0,18.0,4.0,3.0,6.0,True,True,15.0,117.33866666666667,Pune,Indore,894.3,21.6,323.4,10.0,0.017,5.68,0.79
97,2024-09-11,2024-09-22,2024-09-21,462.71,Delayed,South,2049.72,1.0,19.0,6.0,4.0,1.0,True,False,11.0,42.06454545454545,Kolkata,Indore,527.6,11.8,484.53,14.0,0.081,10.83,0.78
98,2024-12-04,2024-12-10,2024-12-13,1057.3,Delivered,Central,4415.92,-3.0,20.0,8.0,4.0,-3.0,False,False,6.0,176.21666666666667,Bangalore,Indore,376.3,7.0,357.9,10.0,0.044,10.83,0.78
99,2024-06-26,2024-06-30,2024-06-30,678.05,Delivered,South,1486.14,0.0,17.0,4.0,7.0,0.0,False,False,4.0,169.5125,Bangalore,Ahmedabad,496.2,11.2,323.4,10.0,0.017,,0.92
100,2024-01-03,2024-01-15,2024-01-10,924.29,Delayed,East,2229.43,5.0,,7.0,10.0,5.0,True,False,12.0,77.02416666666666,,,,,187.08,7.0,0.01,5.08,0.93
101,2024-09-10,2024-09-18,2024-09-19,1331.51,Delivered,East,6491.64,-1.0,14.0,6.0,1.0,-1.0,False,True,8.0,166.43875,Delhi,Jaipur,226.0,4.2,484.53,14.0,0.081,,0.96
102,2024-11-06,2024-11-10,2024-11-10,1699.9,Delivered,West,4394.49,0.0,19.0,9.0,8.0,0.0,False,False,4.0,424.975,Kolkata,Indore,527.6,11.8,104.92,,0.05,6.12,0.98
103,2024-07-18,2024-07-19,2024-07-21,354.18,Delivered,Central,1201.2,-2.0,9.0,9.0,9.0,-2.0,False,False,1.0,354.18,,Ahmedabad,659.2,15.7,104.92,,0.05,16.58,0.76
104,2024-08-23,2024-08-25,2024-08-26,414.15,Delivered,East,1032.83,-1.0,9.0,9.0,4.0,-1.0,False,False,2.0,207.075,,Ahmedabad,659.2,15.7,104.92,,0.05,10.83,0.78
105,2024-03-27,2024-04-06,2024-04-03,872.75,Delayed,Central,3196.33,,17.0,4.0,6.0,3.0,True,False,10.0,87.275,Bangalore,Ahmedabad,496.2,11.2,323.4,10.0,0.017,9.21,0.85
106,2024-11-02,2024-11-03,2024-11-05,1687.75,Delivered,Central,6312.43,-2.0,11.0,9.0,4.0,-2.0,False,True,1.0,1687.75,Delhi,Indore,661.0,13.4,104.92,,0.05,10.83,0.78
107,2024-04-25,2024-05-07,2024-05-03,2131.61,Delayed,East,8896.18,4.0,12.0,8.0,10.0,4.0,True,True,12.0,177.6341666666667,Chennai,Jaipur,660.3,12.9,357.9,10.0,0.044,5.08,0.93
108,2024-09-29,2024-10-10,2024-10-06,1427.82,Delayed,South,2484.81,4.0,16.0,11.0,2.0,4.0,True,False,11.0,129.80181818181816,Bangalore,Lucknow,631.3,12.0,166.45,,0.066,,0.75
109,2024-08-11,2024-08-18,2024-08-15,2150.69,Delayed,North,3637.68,3.0,17.0,4.0,4.0,3.0,True,False,7.0,307.24142857142857,Bangalore,Ahmedabad,496.2,11.2,323.4,10.0,0.017,10.83,0.78
110,2024-10-07,,2024-10-12,1023.61,Delivered,South,2415.47,,8.0,7.0,6.0,,False,False,,,Chennai,Ahmedabad,1030.2,22.6,187.08,7.0,0.01,9.21,0.85
111,2024-03-04,2024-03-17,2024-03-11,860.29,Delayed,East,3902.88,6.0,3.0,,2.0,6.0,True,False,13.0,66.17615384615384,Kolkata,Jaipur,,19.2,,,,,0.75
112,2024-07-28,2024-08-04,2024-08-07,950.24,Delivered,West,1599.14,,13.0,15.0,9.0,-3.0,False,False,7.0,135.74857142857144,Kolkata,,872.6,18.5,472.77,5.0,0.089,16.58,0.76
113,2024-07-24,2024-08-08,2024-08-03,510.6,Delayed,Central,2363.83,5.0,5.0,12.0,2.0,5.0,True,False,15.0,34.04,Kolkata,Hyderabad,729.8,13.4,190.27,7.0,0.052,,0.75
114,2024-06-16,2024-06-23,2024-06-24,2089.87,Delivered,Central,5723.78,-1.0,13.0,8.0,9.0,-1.0,False,False,7.0,298.55285714285714,Kolkata,,872.6,18.5,357.9,10.0,0.044,16.58,0.76
115,2024-10-10,2024-10-15,2024-10-18,912.81,Delivered,South,1957.85,-3.0,15.0,5.0,6.0,-3.0,False,False,5.0,182.56199999999998,Delhi,,282.5,6.3,79.27,5.0,0.095,9.21,0.85
116,2024-06-21,2024-06-28,2024-06-30,1425.69,Delivered,South,3516.14,-2.0,7.0,6.0,7.0,-2.0,False,False,7.0,203.67000000000002,,Jaipur,1273.8,23.1,484.53,14.0,0.081,,0.92
117,2024-06-19,2024-06-19,2024-06-22,1488.52,Delivered,South,4592.77,-3.0,5.0,15.0,3.0,-3.0,False,False,0.0,inf,Kolkata,Hyderabad,729.8,13.4,472.77,5.0,0.089,5.68,0.79
118,2024-02-06,2024-02-16,2024-02-14,1351.68,Delayed,East,4467.01,2.0,16.0,4.0,5.0,2.0,True,False,10.0,135.168,Bangalore,Lucknow,631.3,12.0,323.4,10.0,0.017,17.43,0.8
119,2024-12-10,2024-12-11,2024-12-13,106.45,Delivered,East,205.35,-2.0,2.0,4.0,10.0,-2.0,False,False,1.0,106.45,Mumbai,Hyderabad,758.5,13.9,323.4,10.0,0.017,5.08,0.93
120,2024-01-28,2024-02-05,2024-01-31,2472.03,Delayed,North,,5.0,9.0,6.0,7.0,5.0,True,False,8.0,309.00375,,Ahmedabad,659.2,15.7,484.53,14.0,0.081,,0.92
121,2024-08-04,2024-08-08,2024-08-11,2272.82,Delivered,East,5007.35,-3.0,11.0,3.0,3.0,-3.0,False,False,4.0,568.205,Delhi,Indore,661.0,13.4,316.59,3.0,0.005,5.68,0.79
122,2024-05-10,2024-05-19,2024-05-18,598.33,Delayed,North,2705.47,1.0,8.0,13.0,1.0,1.0,True,False,9.0,66.48111111111112,Chennai,Ahmedabad,1030.2,22.6,296.02,10.0,0.018,,0.96
123,2024-01-16,2024-01-19,2024-01-20,801.97,Delivered,South,1780.66,-1.0,8.0,9.0,,-1.0,False,False,3.0,267.3233333333333,Chennai,Ahmedabad,1030.2,22.6,104.92,,0.05,,
124,2024-02-27,2024-03-13,2024-03-07,1348.02,Delayed,Central,3069.52,6.0,2.0,8.0,4.0,6.0,True,False,15.0,89.868,Mumbai,Hyderabad,758.5,13.9,357.9,10.0,0.044,10.83,0.78
125,2024-08-01,2024-08-11,2024-08-09,2264.59,Delayed,North,8249.64,,,15.0,9.0,2.0,True,True,10.0,226.459,,,,,472.77,5.0,0.089,16.58,0.76
126,2024-12-19,2024-12-30,2024-12-27,2460.71,Delayed,East,,3.0,9.0,14.0,7.0,3.0,True,False,11.0,223.7009090909091,,Ahmedabad,659.2,15.7,486.31,10.0,0.078,,0.92
